Date,State,Cases_Total,Cases_White,Cases_Black,Cases_Latinx,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_Latinx,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Hosp_Total,Hosp_White,Hosp_Black,Hosp_Latinx,Hosp_Asian,Hosp_AIAN,Hosp_NHPI,Hosp_Multiracial,Hosp_Other,Hosp_Unknown,Hosp_Ethnicity_Hispanic,Hosp_Ethnicity_NonHispanic,Hosp_Ethnicity_Unknown,Tests_Total,Tests_White,Tests_Black,Tests_Latinx,Tests_Asian,Tests_AIAN,Tests_NHPI,Tests_Multiracial,Tests_Other,Tests_Unknown,Tests_Ethnicity_Hispanic,Tests_Ethnicity_NonHispanic,Tests_Ethnicity_Unknown
2021-01-10,AR,255076,162738,40812,0,2296,748,3061,1530,13009,30882,29079,225997,0,4043,2980,588,0,26,7,51,13,151,227,142,3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,AZ,618546,209810,17836,177978,7878,29896,0,0,27898,147250,177978,293318,147250,10141,4806,282,2883,111,932,0,0,249,878,2883,6380,878,43582,19317,1871,14579,713,3531,0,0,1654,1917,14579,27086,1917,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,CA,2670962,391396,78392,1078116,126414,6261,11131,25284,244040,709928,1078116,882918,709928,29701,9133,1934,13484,3349,96,159,317,373,856,13484,15361,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,CO,361148,136442,9968,102241,4875,1986,1011,4875,2600,97150,102241,161757,97150,5208,3257,175,1069,110,34,9,128,36,390,1069,3749,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,CT,205994,61407,14792,33100,2151,320,0,8754,10226,75244,33100,97650,75244,6324,4584,808,609,72,3,0,114,35,99,609,5616,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,DC,31791,7959,15129,0,643,64,69,0,7630,297,6925,22351,2515,817,83,604,106,11,0,0,0,0,13,106,698,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,DE,65273,30310,15031,11285,1269,0,0,0,3916,3462,11285,50526,3462,972,659,226,63,9,0,0,0,14,1,63,908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,535558,262641,97334,44292,12914,0,0,0,50041,68336,44292,422930,68336
2021-01-10,FL,1477010,480682,179582,454691,0,0,0,0,101309,260746,454691,670806,351513,23261,12093,3729,5522,0,0,0,0,967,950,5522,15790,1949,66533,29780,13449,17314,0,0,0,0,3458,2532,17314,44884,4335,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,GA,636373,240744,164192,69221,12615,400,590,0,22331,126280,69221,375842,191310,11458,5563,3813,620,180,10,6,0,37,1229,620,9580,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,GU,7412,354,0,0,2234,0,3814,0,400,610,0,0,0,124,0,0,0,0,0,0,0,0,124,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,HI,23341,2449,364,0,4792,0,6366,0,705,8665,0,0,0,309,25,5,0,159,0,87,0,5,28,0,0,28,1864,112,11,0,445,0,552,0,27,717,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,IA,296483,177890,8894,0,2965,888,824,0,2379,102643,17789,168995,109699,4138,3827,101,0,54,12,15,0,43,86,109,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,ID,149667,82705,865,0,1012,1818,324,0,11547,51396,15292,60261,74114,1534,1428,8,0,13,29,0,0,26,30,149,1360,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,IL,1028750,372030,92695,189259,21438,1222,947,0,35257,315902,189259,523589,315902,19293,10175,3212,2803,627,22,16,0,108,2330,2803,14160,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,14103289,4506069,1025383,978869,496593,11015,13556,0,418088,6653716,978869,6470704,6653716
2021-01-10,IN,563653,370382,36770,0,7281,0,0,0,62240,86980,33542,285458,244653,8985,6162,715,0,49,0,0,0,1152,907,200,4529,4256,0,0,0,0,0,0,0,0,0,0,0,0,0,2752524,1867822,204937,0,50025,0,0,0,320752,308988,105206,1310938,1336380
2021-01-10,KS,242322,167483,11749,0,4354,1623,0,0,14309,42804,33502,144142,64678,3148,2429,164,0,37,25,0,0,226,267,227,2500,421,7257,5431,607,0,144,58,0,0,601,416,1133,5438,686,1051207,647956,47857,0,18950,6416,0,0,61752,268276,77616,560541,413050
2021-01-10,KY,303625,202750,20565,0,2823,590,243,11687,0,64967,13811,210580,79234,2901,2328,245,0,17,2,1,69,0,239,53,2501,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,LA,346829,155219,104467,0,14337,1000,353,0,25973,45480,0,0,346829,7873,4449,3108,0,51,9,10,0,31,215,186,6949,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,MA,432791,142502,25505,89354,10088,330,110,0,29987,134915,89354,208522,134915,13151,9616,911,950,319,11,5,0,959,380,950,11821,380,16603,8548,1701,2531,580,11,7,0,1522,1703,2531,12369,1703,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,MD,306674,102162,87442,51723,6490,0,0,0,14272,44585,51723,210366,44585,6272,3059,2281,608,210,0,0,0,62,52,608,5612,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,ME,29298,22563,1746,0,341,86,14,273,647,3628,523,20562,8213,432,302,8,0,0,0,0,0,4,118,3,270,159,1158,975,55,0,17,3,0,1,19,88,17,989,152,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,MI,562553,315477,63301,0,8248,2961,0,22276,30942,119348,28964,357076,176513,14145,9239,3317,0,145,65,0,218,376,785,389,11198,2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,MN,436572,287390,35206,39266,18759,4155,479,6407,5986,38924,39266,358382,38924,5707,4754,287,172,206,79,6,79,19,105,172,5430,105,22763,14328,2696,1944,1291,391,24,517,208,1364,1944,19455,1364,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,MO,423327,209759,36872,0,3598,804,30,85,59393,112786,14858,215388,193081,5948,3474,726,0,41,10,1,1,1275,420,117,4496,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,MP,125,0,0,0,0,0,0,0,0,125,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,MS,239082,110176,79353,5222,1019,1805,0,0,8675,32832,5222,156837,77023,5167,2666,2112,51,16,95,0,0,72,155,51,4231,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,MT,86324,51915,374,0,265,7379,0,0,5953,20438,1897,50328,34099,1056,548,0,0,0,181,0,0,62,265,0,0,0,3462,2389,21,0,0,482,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,NC,623188,315636,103371,0,9377,8167,0,0,69015,117622,93725,302652,226811,7567,4665,1867,0,89,81,0,0,478,387,541,5954,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,ND,94716,51191,2727,0,1268,4036,0,1181,22,34291,0,0,94716,1360,0,0,0,0,0,0,0,0,1360,0,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,NE,176026,90780,4628,0,2523,1112,205,0,3475,73303,21362,71593,83071,1760,1144,57,0,23,23,1,0,22,490,144,891,725,5460,3824,285,0,127,87,12,0,156,969,983,3059,1418,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,NH,51600,24594,769,3471,682,54,0,242,1429,20359,3471,27770,20359,869,680,12,22,6,1,0,0,3,145,22,702,145,930,683,38,90,34,0,0,0,15,70,90,770,70,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,NJ,584828,176732,48923,116666,20363,0,0,0,73538,148606,116666,319556,148606,19886,10636,3250,3763,1025,0,0,0,539,673,3763,15450,673,53253,20715,9522,13544,2371,0,0,0,3190,3911,13544,35798,3911,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,NM,156157,24079,1858,66179,1264,25953,0,0,0,36824,66179,53154,36824,2749,770,36,945,19,770,0,0,0,209,945,1595,209,10659,1733,106,3528,88,3132,18,0,185,1869,3528,5262,1869,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,NV,248568,89733,18394,89235,19139,1242,0,0,30573,252,89235,159081,252,3467,1859,329,838,394,38,0,0,6,3,838,2626,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1239164,588014,117602,205495,85416,9903,0,0,232730,4,205495,1033665,4
2021-01-10,NY,1126442,0,0,0,0,0,0,0,0,1126442,0,0,1126442,39899,13125,8393,8673,2355,0,0,0,2374,4979,8673,26247,4979,89995,16172,18529,22072,5644,0,0,0,0,27578,22072,40345,27578,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,OH,777065,443518,81661,0,10808,863,574,18934,44110,176597,24418,470223,282424,9627,7487,1197,0,66,8,4,184,101,580,175,8354,1098,41158,27776,7753,0,533,56,52,1454,1126,2408,1467,33693,5998,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,OK,331362,188501,18002,0,6105,32501,0,0,11054,75199,33976,194678,102708,2761,1986,170,0,40,243,0,0,82,240,146,2179,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,OR,125683,57486,2993,0,3951,2257,1131,1949,29818,26098,33862,58929,32892,1605,1044,39,0,49,29,14,34,132,264,157,1008,440,6864,4083,219,0,256,184,117,121,1269,615,1455,4198,1211,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,PA,720816,347577,64365,0,11963,0,0,0,6592,290319,45789,174890,500137,17770,14137,2352,0,286,0,0,0,619,376,758,16636,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,PR,83119,0,0,0,0,0,0,0,0,83119,0,0,0,1630,0,0,0,0,0,0,0,0,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,RI,97614,38145,5819,24390,1554,184,0,741,1334,25447,24390,47777,25447,1916,1319,88,164,26,1,0,1,1,316,164,1436,316,7027,2816,484,1539,110,11,0,24,99,1944,1539,3544,1944,665270,167950,15042,44117,6212,4532,470,274,17023,409650,44117,211503,409650
2021-01-10,SC,354525,159298,74555,0,3355,0,0,0,34915,82402,21122,203597,129806,5811,3088,1700,0,41,0,0,0,190,792,155,4256,1400,15598,7738,5875,0,132,0,0,0,815,1038,786,12417,2395,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,SD,103318,70973,2114,3394,1241,12349,0,0,2229,11018,3394,88906,11018,1585,1214,7,17,15,201,0,0,15,116,17,1452,116,5904,3990,113,142,66,1147,0,0,81,365,142,5397,365,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,TN,653869,387419,82149,0,5345,823,441,0,54750,122942,42355,394951,216563,7785,5729,1391,0,37,9,4,0,264,351,233,6817,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,TX,1954406,21119,11098,26457,908,0,0,0,348,1894476,26457,33473,1894476,29877,11226,2861,14500,550,0,0,0,154,586,14500,14791,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,UT,305999,189509,4096,67144,5811,4181,7721,0,22902,30480,67144,208375,30480,1392,904,15,229,45,58,47,0,98,80,229,1083,80,11866,7208,199,2796,272,385,685,0,971,290,2796,8780,290,1882166,1191573,22448,228882,31847,19578,26210,0,110607,251021,228882,1316127,251021
2021-01-10,VA,398856,156696,66190,61269,12798,509,0,4546,11246,85602,61269,251985,85602,5383,3188,1275,411,195,9,0,64,60,181,411,4791,181,19095,7791,5288,3969,848,17,0,172,392,618,3969,14508,618,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,VI,2143,0,0,0,0,0,0,0,0,2143,0,0,2143,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,VT,8967,7000,432,0,492,10,0,0,167,866,183,7300,1484,156,137,1,0,2,1,0,0,2,13,0,134,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,WA,271595,70969,8312,51864,9300,2162,2896,4363,2471,119258,51864,100473,119258,3699,2614,120,457,264,78,57,43,57,9,457,3233,9,15771,4874,539,2318,687,186,312,175,193,6487,2318,6966,6487,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,WI,550260,418632,36041,0,12890,6788,0,0,30318,45591,56972,403279,90009,5570,4702,380,0,107,75,0,0,97,209,327,4858,385,22378,15493,2656,2168,467,331,0,0,269,994,2168,19216,994,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,WV,101212,56497,2138,0,0,0,0,17,1319,41241,0,0,0,1582,1059,21,0,0,0,0,0,17,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,WY,46832,23733,361,3608,234,1959,123,0,1279,18517,3608,27689,18517,489,404,2,34,5,43,1,0,4,29,34,426,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,AK,48899,14990,1284,0,1910,9794,1342,3828,6165,9586,2699,24428,21772,220,83,9,0,20,80,15,7,4,2,9,205,6,1074,339,39,0,99,277,117,68,45,90,52,785,237,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,AL,384184,121890,63904,0,1572,0,0,0,32337,164481,10666,129041,244477,4994,2495,1395,0,15,0,0,0,136,953,95,3459,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,AR,242593,154532,39543,0,2183,709,3154,1456,12130,28886,27898,214695,0,3901,2871,576,0,25,7,51,13,139,219,140,3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,AZ,574680,191453,16707,165961,7175,26048,0,0,25344,141992,165961,266727,141992,9444,4384,265,2699,93,887,0,0,219,897,2699,5848,897,41063,17959,1779,13796,647,3328,0,0,1541,2013,13796,25254,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,CA,2482226,360022,72361,990854,114864,5646,10144,23026,220043,685266,990854,806106,685266,27462,8441,1833,12583,3109,87,142,286,298,683,12583,14196,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,CO,349450,133769,9820,100048,4753,1957,1013,4822,2516,90752,100048,158650,90752,5050,3163,174,1042,108,32,9,121,34,367,1042,3641,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,CT,199454,60061,14546,32559,2101,317,0,8046,9352,72472,32559,94423,72472,6230,4516,804,602,71,3,0,102,34,98,602,5530,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,DC,30482,7587,14550,0,604,62,67,0,7312,300,6676,21376,2430,806,82,595,105,11,0,0,0,0,13,105,688,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,DE,61729,28441,14361,10782,1202,0,0,0,3665,3278,10782,47669,3278,947,636,225,63,8,0,0,0,14,1,63,883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,523926,256886,95216,42973,12546,0,0,0,48974,67331,42973,413622,67331
2021-01-06,FL,1409906,455718,172348,434292,0,0,0,0,96127,251421,434292,639940,335674,22647,11752,3670,5369,0,0,0,0,948,908,5369,15403,1875,65232,29117,13239,17016,0,0,0,0,3391,2469,17016,44009,4207,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,GA,602796,229587,157521,66886,11876,365,571,0,19221,116769,66886,359125,176785,11165,5402,3742,601,177,10,6,0,41,1186,601,9342,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,GU,7378,351,0,0,2227,0,3755,0,396,649,0,0,0,123,0,0,0,0,0,0,0,0,123,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,HI,22310,2449,364,0,4792,0,6366,0,705,7634,0,0,0,299,25,5,0,159,0,87,0,5,18,0,0,18,1843,112,11,0,445,0,552,0,27,696,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,IA,289952,176871,8699,0,2900,888,824,0,2379,97391,17397,168172,104383,4060,3754,98,0,53,12,15,0,41,87,108,3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,ID,146106,80468,842,0,986,1790,316,0,11314,50390,15024,58658,72424,1488,1390,8,0,13,29,0,0,23,25,145,1322,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,IL,999288,351820,88916,181763,20345,1170,910,0,33799,320565,181763,496960,320565,18735,9681,3126,2729,602,21,16,0,102,2458,2729,13548,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,13698428,4322745,986825,944260,479981,10596,13098,0,402385,6538538,944260,6215630,6538538
2021-01-06,IN,539229,355431,35687,0,6922,0,0,0,60232,80957,32558,271152,235519,8743,6009,699,0,42,0,0,0,1121,872,196,4399,4148,0,0,0,0,0,0,0,0,0,0,0,0,0,2694585,1835699,201980,0,48747,0,0,0,317421,290738,103048,1279442,1312095
2021-01-06,KS,236818,163279,11524,0,4227,1583,0,0,13976,42229,32988,140566,63264,3027,2327,157,0,37,24,0,0,217,265,220,2399,408,7113,5313,599,0,142,56,0,0,592,411,1114,5325,674,1037519,637646,47064,0,18600,6292,0,0,60933,266984,76562,552500,408457
2021-01-06,KY,286541,177925,19654,0,2685,558,177,10827,0,74715,9897,195796,80848,2806,2244,240,0,17,2,1,67,0,235,51,2416,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,LA,333524,155219,104467,0,14337,1000,353,0,25973,32175,0,0,333524,7681,4449,3108,0,51,9,10,0,31,23,186,6949,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,MA,404053,142502,25505,89354,10088,330,110,0,29987,106177,89354,208522,106177,12836,9616,911,950,319,11,5,0,959,65,950,11821,65,16603,8548,1701,2531,580,11,7,0,1522,1703,2531,12369,1703,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,MD,292904,96496,84111,50017,6129,0,0,0,13534,42617,50017,200270,42617,6132,2972,2224,598,200,0,0,0,63,75,598,5459,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,ME,27090,20858,1700,0,314,81,14,236,614,3273,493,19259,7338,372,271,7,0,0,0,0,0,4,90,3,239,130,1124,908,53,0,17,3,0,1,17,125,17,923,184,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,MI,551498,308346,62022,0,8018,2909,0,21834,30411,117958,28387,348891,174220,13667,8866,3260,0,143,64,0,211,362,761,370,10817,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,MN,427587,280569,34514,38475,18270,4054,465,6081,5976,39183,38475,349929,39183,5528,4568,282,168,199,77,6,71,24,133,168,5227,133,22437,13754,2640,1905,1253,381,25,465,215,1799,1905,18733,1799,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,MO,408443,199729,35780,0,3431,735,30,82,58040,110616,14418,205691,188334,5858,3367,715,0,41,9,1,1,1292,432,116,4378,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,MP,125,0,0,0,0,0,0,0,0,125,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,MS,228235,105680,76680,5047,968,1755,0,0,8514,29591,5047,150630,72558,5013,2592,2063,51,15,94,0,0,69,129,51,4116,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,MT,84060,50465,366,0,256,7240,0,0,5798,19935,1856,49069,33135,1015,548,0,0,0,181,0,0,62,224,0,0,0,3462,2389,21,0,0,482,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,NC,582348,296107,97732,0,8728,7654,0,0,63915,108212,89876,284225,208247,7076,4366,1771,0,82,81,0,0,440,336,495,5610,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,ND,93832,50569,2701,0,1258,3993,0,1158,21,34132,0,0,93832,1341,0,0,0,0,0,0,0,0,1341,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,NE,172469,90780,4628,0,2523,1112,205,0,3475,69746,21362,71593,79514,1703,1144,57,0,23,23,1,0,22,433,144,891,668,5386,3824,285,0,127,87,12,0,156,895,983,3059,1344,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,NH,48838,23356,741,3258,647,50,0,230,1303,19253,3258,26327,19253,816,643,12,20,6,0,0,0,3,132,20,664,132,919,682,38,88,34,0,0,0,15,62,88,769,62,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,NJ,557271,166914,47097,112251,19424,0,0,0,68783,142802,112251,302218,142802,19523,10269,3183,3690,994,0,0,0,501,886,3690,14947,886,49324,19031,8932,12611,2236,0,0,0,2856,3658,12611,33055,3658,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,NM,149984,22917,1814,63953,1229,25092,0,0,0,34979,63953,51052,34979,2641,770,36,945,19,770,0,0,0,101,945,1595,101,10278,1733,106,3528,88,3132,18,0,185,1488,3528,5262,1488,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,NV,237393,85224,17567,86173,18279,1186,0,0,28724,240,86173,150980,240,3295,1762,313,803,375,32,0,0,6,4,803,2488,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1213934,577255,115208,200099,82465,10914,0,0,227991,3,200099,1013832,3
2021-01-06,NY,1057676,0,0,0,0,0,0,0,0,1057676,0,0,1057676,39168,12730,8320,8608,2319,0,0,0,2362,4829,8608,25731,4829,89995,15715,18209,21628,5450,0,0,0,0,28993,21628,39374,28993,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,OH,742817,423353,78994,0,10463,844,557,18189,41882,168535,23540,448677,270600,9368,7278,1171,0,65,8,4,182,96,564,174,8145,1049,40104,26944,7616,0,527,56,52,1426,1106,2377,1446,32784,5874,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,OK,311573,176290,17130,0,5835,30377,0,0,10535,71406,32457,180744,98372,2633,1896,158,0,39,233,0,0,77,230,141,2032,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,OR,120223,56216,2938,0,3897,2236,1114,1918,29392,22512,33419,57703,29101,1558,1033,38,0,48,29,14,33,132,231,157,996,405,6793,4036,218,0,251,185,116,117,1265,605,1443,4146,1204,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,PA,683389,325158,62330,0,11384,0,0,0,6078,278439,43376,164414,475599,16914,12896,2243,0,266,0,0,0,573,936,708,15270,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,PR,79612,0,0,0,0,0,0,0,0,79612,0,0,0,1570,0,0,0,0,0,0,0,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,RI,95463,38145,5819,24390,1554,184,0,741,1334,23296,24390,47777,23296,1890,1319,88,164,26,1,0,1,1,290,164,1436,290,6905,2816,484,1539,110,11,0,24,99,1822,1539,3544,1822,658097,167950,15042,44117,6212,4532,470,274,17023,402477,44117,211503,402477
2021-01-06,SC,333235,149411,71030,0,3117,0,0,0,32006,77671,20266,191708,121261,5582,2953,1660,0,40,0,0,0,184,745,153,4092,1337,15015,7369,5729,0,130,0,0,0,791,996,770,11901,2344,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,SD,101684,69681,2089,3355,1233,12207,0,0,2206,10913,3355,87416,10913,1519,1167,7,17,15,192,0,0,13,108,17,1394,108,5805,3915,112,142,67,1128,0,0,78,363,142,5300,363,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,TN,625237,370618,79331,0,5039,784,420,0,52857,116188,41229,380432,203576,7381,5433,1327,0,37,8,4,0,252,320,228,6500,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,TX,1867163,20892,11024,26363,907,0,0,0,342,1807635,26363,33165,1807635,28545,10395,2753,13956,504,0,0,0,144,793,13956,13796,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,UT,292720,179903,3958,65044,5591,4040,7488,0,22155,29577,65044,198099,29577,1330,868,15,223,41,54,44,0,93,76,223,1031,76,11463,6922,194,2732,263,373,671,0,941,280,2732,8451,280,1835078,1155452,21906,223018,30859,19902,25543,0,108488,249910,223018,1277365,249910
